"name","label","class","n_missing","pct_missing"
"alcurges","ALCURGES - How strongly have you felt the urge to drink alcohol in the past 24 hours?","haven_labelled/vctrs_vctr/double",368960,83.6
"allHNB","Currently using HNB - whole pop (from W123)","numeric",214912,48.7
"allJuul","Currently using Juul - whole pop (from W142)","numeric",247454,56
"allPouch","Currently using Pouch - whole pop (from W169)","numeric",294258,66.6
"alldisposable","Currently using disposable e-cig - whole pop (from W119)","numeric",213119,48.3
"allecig","Currently using an ecig (whole population only after W85)","numeric",10536,2.4
"allmod","Currently using mod e-cig - whole pop (from W119)","numeric",213119,48.3
"allnrt","Currently using NRT (whole population only after W85)","numeric",10536,2.4
"allrefillcart","Currently using rechargeable e-cig with cartridges - whole pop (from W119)","numeric",213119,48.3
"allrefilltank","Currently using rechargeable e-cig with tank - whole pop (from W119)","numeric",213119,48.3
"allurge","Sum of time and strength of urges","numeric",348586,79
"allurge2","Dependence category by urges","haven_labelled/vctrs_vctr/double",348586,79
"amotiv1to2","Strong desire to cut down drinking and plan to do so within 3 months","numeric",361803,81.9
"amotiv1to5","Any desire to cut down drinking","numeric",361803,81.9
"amotiv1to6","Any motivation to cut down drinking","numeric",361803,81.9
"anyalcsupport","Use of any evidence-based support in most recent serious attempt to cut down (med or behav support - any delivery mode)","numeric",433589,98.2
"anyalcsupport2","Use of any evidence-based support in most recent attempt to cut down (med or behav support - any delivery mode)","numeric",417645,94.6
"arq1","ARQ1 How well would you say you yourself are managing financially these days? Would you say you are...","haven_labelled/vctrs_vctr/double",413714,93.7
"arq2","ARQ2 In the last 12 months, have you been in rent or mortgage arrears?","haven_labelled/vctrs_vctr/double",434475,98.4
"aspend","Daily spend on cigarettes with non-smokers spending 0","numeric",379929,86.1
"audit1","AUDIT1 - How often do you have a drink containing alcohol?","haven_labelled/vctrs_vctr/double",159332,36.1
"audit10","AUDIT10 - Has a relative or friend or a doctor or another health worker ever been concerned about your drinking or suggested you cut down?","haven_labelled/vctrs_vctr/double",246222,55.8
"audit10s","Score - AUDIT10 - Has a relative or friend or a doctor or another health worker ever been concerned about your drinking or suggested you cut down?","numeric",246942,55.9
"audit1es","Extended score - AUDIT1 - How often do you have a drink containing alcohol?","numeric",161554,36.6
"audit1es_avfreq",NA,"numeric",161554,36.6
"audit1s","Score - AUDIT1 - How often do you have a drink containing alcohol?","numeric",161554,36.6
"audit2","AUDIT2 - How many standard drinks containing alcohol do you have on a typical day when you are drinking?","haven_labelled/vctrs_vctr/double",238560,54
"audit2es","Extended score - AUDIT2 - How many standard drinks containing alcohol do you have on a typical day when you are drinking?","numeric",164140,37.2
"audit2es_avamount",NA,"numeric",164140,37.2
"audit2s","Score - AUDIT2 - How many standard drinks containing alcohol do you have on a typical day when you are drinking?","numeric",164140,37.2
"audit3","AUDIT3 - How often do you have six or more standard drinks on one occasion?","haven_labelled/vctrs_vctr/double",238560,54
"audit3s","Score - AUDIT3 - How often do you have six or more standard drinks on one occasion?","numeric",162661,36.8
"audit4","AUDIT4 - How often during the last 6 months have you found that you were not able to stop drinking once you had started?","haven_labelled/vctrs_vctr/double",352305,79.8
"audit4s","Score - AUDIT4 - How often during the last 6 months have you found that you were not able to stop drinking once you had started?","numeric",207016,46.9
"audit5","AUDIT5 - How often during the last 6 months have you failed to do what was normally expected from you because of drinking?","haven_labelled/vctrs_vctr/double",352305,79.8
"audit5s","Score - AUDIT5 - How often during the last 6 months have you failed to do what was normally expected from you because of drinking?","numeric",206886,46.9
"audit6","AUDIT6 - How often during the last 6 months have you needed a first drink in the morning to get yourself going after a heavy drinking session?","haven_labelled/vctrs_vctr/double",352305,79.8
"audit6s","Score - AUDIT6 - How often during the last 6 months have you needed a first drink in the morning to get yourself going after a heavy drinking session?","numeric",206752,46.8
"audit7","AUDIT7 - How often during the last 6 months have you had a feeling of guilt or remorse after drinking?","haven_labelled/vctrs_vctr/double",352305,79.8
"audit7s","Score - AUDIT7 - How often during the last 6 months have you had a feeling of guilt or remorse after drinking?","numeric",206803,46.8
"audit8","AUDIT8 - How often during the last 6 months have you been unable to remember what happened the night before","haven_labelled/vctrs_vctr/double",352305,79.8
"audit8s","Score - AUDIT8 - How often during the last 6 months have you been unable to remember what happened the night before","numeric",206836,46.8
"audit9","AUDIT9 - Have you or someone else ever been injured as a result of your drinking?","haven_labelled/vctrs_vctr/double",246221,55.8
"audit9s","Score - AUDIT9 - Have you or someone else ever been injured as a result of your drinking?","numeric",246955,55.9
"auditc","AUDIT-C score","numeric",164966,37.4
"auditce","Extended AUDIT-C score","numeric",164966,37.4
"auditd","AUDIT-dependence score","numeric",207189,46.9
"audith","AUDIT-harm score","numeric",248659,56.3
"auditriskzone","AUDIT risk zone","numeric",249861,56.6
"basecpd","Cigs per day","numeric",349655,79.2
"basecpd2","Cigs per day (cleaned)","numeric",350872,79.5
"basecpd3","Current cigarette consumption with non-smokers given 0","numeric",0,0
"basehand","RYO cigs per day","numeric",361334,81.8
"bcpdcat","Cigs per day, 0-10, 10-20, >20","numeric",350872,79.5
"bcpdcat2","Cigs per day, 0-5, 5-10, 10-20, >20","numeric",350872,79.5
"bcpdcat3","CPD 0-1, 1-5, 5-10, 10-20, >20","numeric",350872,79.5
"bd32e25","F3 What used to help stop smoking during the second most recent serious quit attempt - Tobacco-free nicotine pouch/pod or 'white pouches' that you place on your","haven_labelled/vctrs_vctr/double",439476,99.5
"beh","Number of attempts using group or one-to-one support","numeric",0,0
"beh1","Used group or one-to-one support in past quit attempt","numeric",0,0
"beh2","Second most recent used group or one-to-one support","numeric",0,0
"beh3","Third most recent used group or one-to-one support","numeric",0,0
"behc","Used group or one-to-one support in past year","numeric",0,0
"behlm","Number of attempts in last month using behavioural support","numeric",0,0
"behlm1","Last month most recent attempt used behavioural support","numeric",0,0
"behlm2","Second most recent last month used behavioural support","numeric",0,0
"behlm3","Third most recent last month used behavioural support","numeric",0,0
"behlmc","Used behavioural support in last month attempt in past year","numeric",0,0
"behlmx","Proportion of last month attempts in past year using behavioural support","numeric",436593,98.9
"behx","Proportion of attempts in past year using group or one-to-one support","numeric",410517,93
"bmed","Number of attempts using medication and behavioural support","numeric",0,0
"bmed1","Used medication and behavioural support in last quit attempt","numeric",0,0
"bmed2","Second most recent used medication and behavioural support","numeric",0,0
"bmed3","Third most recent used medication and behavioural support","numeric",0,0
"bmedc","Used medication and behavioural support in past year","numeric",0,0
"bmedx","Proportion of attempts in past year using medication and behavioural support","numeric",410517,93
"boo","Number types of book cited","numeric",0,0
"boo1","Number types of book cited in last quit attempt","numeric",0,0
"booc","Used book in past year","numeric",0,0
"buysmuc","Whether used smuggled source of purchase in last 6 months","numeric",386900,87.6
"buysmug","Number of smuggled sources of purchase in last 6 months","numeric",386900,87.6
"cdecig","Use of ecig for cutting down","numeric",362764,82.2
"cdgum","Use of NRT gum to cut down","numeric",0,0
"cdinh","Use of NRT inhalator to cut down","numeric",0,0
"cdloz","Use of NRT lozenge to cut down","numeric",0,0
"cdnrt","Number of NRT used to cut down","numeric",0,0
"cdnrtc","Any use of NRT to cut down","numeric",0,0
"cdpat","Use of NRT patch to cut down","numeric",0,0
"cdspr","Use of NRT spray to cut down","numeric",0,0
"cha","Number of attempts using Champix","numeric",0,0
"cha1","Used Champix in last quit attempt","numeric",410517,93
"chac","Used Champix in past year","numeric",0,0
"chalm","Number of attempts in last month using Champix","numeric",0,0
"chalm1"," Last month most recent attempt used Champix","numeric",0,0
"chalm2","Second most recent last month used Champix","numeric",0,0
"chalm3","Third most recent last month used Champix","numeric",0,0
"chalmc","Used Champix in last month attempt in past year","numeric",0,0
"chalmx","Proportion of last month attempts in past year using Champix","numeric",436593,98.9
"chanrt","Used Champix rather than NRT Rx at baseline","numeric",438039,99.2
"chanrt1","Use of champix versus NRTrx or zyban","numeric",437624,99.1
"chax","Proportion of attempts in past year using Champix","numeric",410517,93
"check","check","haven_labelled/vctrs_vctr/double",439125,99.5
"cie","CIE","haven_labelled/vctrs_vctr/double",298745,67.7
"cigecig","Currently using cigarette or e-cigarette (whole population only after W85)","numeric",10536,2.4
"cignic3","Currently using any nicotine (whole population only after W85)","numeric",10536,2.4
"cigsmok","Current cigarette smoker","numeric",1254,0.3
"cigsmokx","10 if cig smoker and 0 otherwise to improve precision of regression on to month","numeric",1254,0.3
"cutdown","Currently cutting down","numeric",362764,82.2
"daily","Daily current cig smoker","numeric",1254,0.3
"daily1","NATIONAL DAILY NEWSPAPERS READ REGULARLY: THE GLASGOW HERALD","haven_labelled/vctrs_vctr/double",298722,67.7
"daily10","NATIONAL DAILY NEWSPAPERS READ REGULARLY: DAILY RECORD","haven_labelled/vctrs_vctr/double",298722,67.7
"daily11","NATIONAL DAILY NEWSPAPERS READ REGULARLY: THE SUN","haven_labelled/vctrs_vctr/double",298722,67.7
"daily12","NATIONAL DAILY NEWSPAPERS READ REGULARLY: DAILY MIRROR","haven_labelled/vctrs_vctr/double",298722,67.7
"daily13","NATIONAL DAILY NEWSPAPERS READ REGULARLY: DAILY STAR","haven_labelled/vctrs_vctr/double",298722,67.7
"daily14","NATIONAL DAILY NEWSPAPERS READ REGULARLY: WESTERN MAIL (WALES)","haven_labelled/vctrs_vctr/double",298722,67.7
"daily15","NATIONAL DAILY NEWSPAPERS READ REGULARLY: BELFAST TELEGRAPH","haven_labelled/vctrs_vctr/double",298722,67.7
"daily16","NATIONAL DAILY NEWSPAPERS READ REGULARLY: IRISH NEWS","haven_labelled/vctrs_vctr/double",298722,67.7
"daily17","NATIONAL DAILY NEWSPAPERS READ REGULARLY: NEWS LETTER (ULSTER)","haven_labelled/vctrs_vctr/double",298722,67.7
"daily18","NATIONAL DAILY NEWSPAPERS READ REGULARLY: THE METRO","haven_labelled/vctrs_vctr/double",298722,67.7
"daily19","NATIONAL DAILY NEWSPAPERS READ REGULARLY: EVENING STANDARD","haven_labelled/vctrs_vctr/double",298722,67.7
"daily2","NATIONAL DAILY NEWSPAPERS READ REGULARLY: THE INDEPENDENT","haven_labelled/vctrs_vctr/double",298722,67.7
"daily20","NATIONAL DAILY NEWSPAPERS READ REGULARLY: I NEWSPAPER","haven_labelled/vctrs_vctr/double",298722,67.7
"daily21","NATIONAL DAILY NEWSPAPERS READ REGULARLY: BROADSHEET","haven_labelled/vctrs_vctr/double",298722,67.7
"daily22","NATIONAL DAILY NEWSPAPERS READ REGULARLY: MID MARKET","haven_labelled/vctrs_vctr/double",298722,67.7
"daily23","NATIONAL DAILY NEWSPAPERS READ REGULARLY: TABLOID","haven_labelled/vctrs_vctr/double",298722,67.7
"daily24","NATIONAL DAILY NEWSPAPERS READ REGULARLY: NONE OF THESE","haven_labelled/vctrs_vctr/double",298722,67.7
"daily25","NATIONAL DAILY NEWSPAPERS READ REGULARLY: DON'T KNOW","haven_labelled/vctrs_vctr/double",298722,67.7
"daily3","NATIONAL DAILY NEWSPAPERS READ REGULARLY: THE DAILY TELEGRAPH","haven_labelled/vctrs_vctr/double",298722,67.7
"daily4","NATIONAL DAILY NEWSPAPERS READ REGULARLY: THE GUARDIAN","haven_labelled/vctrs_vctr/double",298722,67.7
"daily5","NATIONAL DAILY NEWSPAPERS READ REGULARLY: THE FINANCIAL TIMES","haven_labelled/vctrs_vctr/double",298722,67.7
"daily6","NATIONAL DAILY NEWSPAPERS READ REGULARLY: THE TIMES","haven_labelled/vctrs_vctr/double",298722,67.7
"daily7","NATIONAL DAILY NEWSPAPERS READ REGULARLY: THE SCOTSMAN","haven_labelled/vctrs_vctr/double",298722,67.7
"daily8","NATIONAL DAILY NEWSPAPERS READ REGULARLY: DAILY EXPRESS","haven_labelled/vctrs_vctr/double",298722,67.7
"daily9","NATIONAL DAILY NEWSPAPERS READ REGULARLY: DAILY MAIL","haven_labelled/vctrs_vctr/double",298722,67.7
"dailyallecig","daily use of e-cigarettes among all adults","numeric",137793,31.2
"dailyallnic","daily use of nicotine among all adults","numeric",137793,31.2
"dailyecig","daily use of e-cigarettes among past-year smokers","numeric",364131,82.5
"dailynic","daily use of nicotine among past-year smokers","numeric",383962,87
"dbroad","IS YOUR ACCESS TO THE INTERNET AT HOME BROADBAND","haven_labelled/vctrs_vctr/double",331086,75
"depenauditd","Dependence symptoms AUDIT - AUDIT- 4-6 scores of 1 or above","numeric",207189,46.9
"dependaudit","Dependent drinking on AUDIT - AUDIT scores of 20 or above","numeric",249861,56.6
"dethnin","ETHNIC ORIGIN - NETS","haven_labelled/vctrs_vctr/double",149599,33.9
"dis","Do you consider yourself to have a disability within the meaning of the Disability Discrimination Act 1995?","haven_labelled/vctrs_vctr/double",306952,69.5
"dkaid","Unknown aids in most recent attempt","numeric",0,0
"drink_context_freq1","DRINK_CONTEXT_FREQ - Do you typically drink alcohol in any of the following settings at least twice a month, or not?READ: When alone at home","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_context_freq10","DRINK_CONTEXT_FREQ - Do you typically drink alcohol in any of the following settings at least twice a month, or not?READ: Other","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_context_freq11","DRINK_CONTEXT_FREQ - Do you typically drink alcohol in any of the following settings at least twice a month, or not?READ: None","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_context_freq12","DRINK_CONTEXT_FREQ - Do you typically drink alcohol in any of the following settings at least twice a month, or not?READ: Don't know","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_context_freq13","DRINK_CONTEXT_FREQ - Do you typically drink alcohol in any of the following settings at least twice a month, or not?READ: Prefer not to say","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_context_freq2","DRINK_CONTEXT_FREQ - Do you typically drink alcohol in any of the following settings at least twice a month, or not?READ: When at home with people you live with","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_context_freq3","DRINK_CONTEXT_FREQ - Do you typically drink alcohol in any of the following settings at least twice a month, or not?READ: At a social event in yours or someone else's home","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_context_freq4","DRINK_CONTEXT_FREQ - Do you typically drink alcohol in any of the following settings at least twice a month, or not?READ: At a pub with friends","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_context_freq5","DRINK_CONTEXT_FREQ - Do you typically drink alcohol in any of the following settings at least twice a month, or not?READ: At a pub alone","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_context_freq6","DRINK_CONTEXT_FREQ - Do you typically drink alcohol in any of the following settings at least twice a month, or not?READ: During a big day or night out","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_context_freq7","DRINK_CONTEXT_FREQ - Do you typically drink alcohol in any of the following settings at least twice a month, or not?READ: When having a meal out","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_context_freq8","DRINK_CONTEXT_FREQ - Do you typically drink alcohol in any of the following settings at least twice a month, or not?READ: When out with a partner","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_context_freq9","DRINK_CONTEXT_FREQ - Do you typically drink alcohol in any of the following settings at least twice a month, or not?READ: During work drinks","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_motives_anxiety","DRINK_MOTIVES_ANXIETY - How often, if at all, do you personally drink for each of the following reasons? Because it reduces your anxiety .","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_motives_depressed","DRINK_MOTIVES_DEPRESSED - How often, if at all, do you personally drink for each of the following reasons? Because it helps when you feel depressed .","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_motives_leftout","DRINK_MOTIVES_LEFTOUT - How often, if at all, do you personally drink for each of the following reasons? So, you won't feel left out .","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_motives_morefun","DRINK_MOTIVES_MOREFUN - How often, if at all, do you personally drink for each of the following reasons? Because it makes social gatherings more fun .","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_motives_passestime","DRINK_MOTIVES_PASSESTIME - How often, if at all, do you personally drink for each of the following reasons? Because it passes the time .","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_motives_pleasantfeeling","DRINK_MOTIVES_PLEASANTFEELING - How often, if at all, do you personally drink for each of the following reasons? Because it gives you a pleasant feeling .","haven_labelled/vctrs_vctr/double",432910,98.1
"drink_motives_selfconfident","DRINK_MOTIVES_SELFCONFIDENT - How often, if at all, do you personally drink for each of the following reasons? Because it makes you feel more self-confident and","haven_labelled/vctrs_vctr/double",432910,98.1
"drinking_change_alcatt","DRINKING_CHANGE_ALCATT - Which of the following best describes your alcohol consumption since your most recent attempt to cut down?","haven_labelled/vctrs_vctr/double",439241,99.5
"drinking_change_ext_alcatt","DRINKING_CHANGE_EXT_ALCATT - And did your drinking change in any of the following ways during your recent attempt to cut down?","haven_labelled/vctrs_vctr/double",440987,99.9
"drug1","Drug used in most recent quit attempt","haven_labelled/vctrs_vctr/double",437624,99.1
"dura1","DURABLES OWNED BY HOUSEHOLD: TV","haven_labelled/vctrs_vctr/double",299491,67.8
"dura10","DURABLES OWNED BY HOUSEHOLD: CAR (CAR UNTIL 2015, THEN CAR OR LIGHT VAN UNTIL MARCH 2020)","haven_labelled/vctrs_vctr/double",299673,67.9
"dura11","DURABLES OWNED BY HOUSEHOLD: PERSONAL COMPUTER","haven_labelled/vctrs_vctr/double",299491,67.8
"dura12","DURABLES OWNED BY HOUSEHOLD: GAMES CONSOLE","haven_labelled/vctrs_vctr/double",299491,67.8
"dura13","DURABLES OWNED BY HOUSEHOLD: DVD (NET)","haven_labelled/vctrs_vctr/double",299491,67.8
"dura14","DURABLES OWNED BY HOUSEHOLD: DVD RECORDER","haven_labelled/vctrs_vctr/double",299491,67.8
"dura15","DURABLES OWNED BY HOUSEHOLD: DVD PLAYER","haven_labelled/vctrs_vctr/double",299491,67.8
"dura16","DURABLES OWNED BY HOUSEHOLD: MP3 PORTABLE AUDIO DIGITAL PLAYER","haven_labelled/vctrs_vctr/double",299491,67.8
"dura17","DURABLES OWNED BY HOUSEHOLD: DAB DIGITAL RADIO","haven_labelled/vctrs_vctr/double",299491,67.8
"dura18","DURABLES OWNED BY HOUSEHOLD: DIGITAL CAMERA (EXCL. A CAMERA INCLUDED IN A MOBILE PHONE)","haven_labelled/vctrs_vctr/double",299491,67.8
"dura19","DURABLES OWNED BY HOUSEHOLD: DESKTOP PC","haven_labelled/vctrs_vctr/double",299491,67.8
"dura2","DURABLES OWNED BY HOUSEHOLD: SATELLITE TV - NOT DIG","haven_labelled/vctrs_vctr/double",299491,67.8
"dura20","DURABLES OWNED BY HOUSEHOLD: LAPTOP","haven_labelled/vctrs_vctr/double",299491,67.8
"dura21","DURABLES OWNED BY HOUSEHOLD: CREDIT CARD","haven_labelled/vctrs_vctr/double",299491,67.8
"dura22","DURABLES OWNED BY HOUSEHOLD: DEBIT CARD","haven_labelled/vctrs_vctr/double",299491,67.8
"dura23","DURABLES OWNED BY HOUSEHOLD: FREESAT","haven_labelled/vctrs_vctr/double",299491,67.8
"dura24","DURABLES OWNED BY HOUSEHOLD: PERSONAL VIDEO RECORDER (PVR)","haven_labelled/vctrs_vctr/double",299491,67.8
"dura25","DURABLES OWNED BY HOUSEHOLD: WEB-ENABLED MOBILE PHONE","haven_labelled/vctrs_vctr/double",299491,67.8
"dura26","DURABLES OWNED BY HOUSEHOLD: TABLET PC (IPAD OR SIMILAR)","haven_labelled/vctrs_vctr/double",299491,67.8
"dura27","DURABLES OWNED BY HOUSEHOLD: LOYALTY CARD","haven_labelled/vctrs_vctr/double",299491,67.8
"dura3","DURABLES OWNED BY HOUSEHOLD: SATELLITE TV - DIGITAL","haven_labelled/vctrs_vctr/double",299491,67.8
"dura4","DURABLES OWNED BY HOUSEHOLD: CABLE TV - NOT DIG","haven_labelled/vctrs_vctr/double",299491,67.8
"dura5","DURABLES OWNED BY HOUSEHOLD: CABLE TV - DIGITAL","haven_labelled/vctrs_vctr/double",299491,67.8
"dura6","DURABLES OWNED BY HOUSEHOLD: DIGITAL TV VIA AERIAL/FREEVIEW","haven_labelled/vctrs_vctr/double",299491,67.8
"dura7","DURABLES OWNED BY HOUSEHOLD: MOBILE PHONE","haven_labelled/vctrs_vctr/double",299491,67.8
"dura8","DURABLES OWNED BY HOUSEHOLD: TELEPHONE","haven_labelled/vctrs_vctr/double",299491,67.8
"dura9","DURABLES OWNED BY HOUSEHOLD: VIDEO (NO LONGER ASKED)","haven_labelled/vctrs_vctr/double",299491,67.8
"durables10","DURABLES10 CAR OR VAN","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn110","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Last generation games console (NOT home computer) (e.g. Wii,  PS3, Xbox 360)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn111","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Next generation games console (NOT home computer) (e.g. Wii U, PS4, Xbox One)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn112","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: A handheld games console (e.g. Nintendo DS, PS Vita)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn113","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: MP3 Player (e.g. Apple Ipod or Sony Walkman)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn114","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Other Games console","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn115","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Refused","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn116","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Don't know","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn117","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: None of these","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn12","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: A smart/connected TV set that is connected to the internet","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn13","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: A 3D (3 dimensional) TV set","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn14","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: An HDTV set","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn15","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Any Other TV","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn16","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: DVD player / Blu-ray player","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn17","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Satellite or Cable TV","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn18","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Freeview  or Freesat","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn19","DURABLESN1 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Personal Video Recorder (PVR) / DTR","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn210","DURABLESN2 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Don't know","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn211","DURABLESN2 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: None of these","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn212","DURABLESN2 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Smart wearable device (e.g. Fitbit, Smart Watch)","haven_labelled/vctrs_vctr/double",378020,85.6
"durablesn22","DURABLESN2 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Personal Computer / Desktop PC (PC, Mac or other type of home computer)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn23","DURABLESN2 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Laptop (PC/Apple, including netbooks)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn24","DURABLESN2 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: A tablet (e.g. an iPad, Samsung Galaxy Tab or Amazon Kindle Fire)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn25","DURABLESN2 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: An eBook reader (e.g. Amazon Kindle/Sony Reader)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn26","DURABLESN2 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Simple/feature mobile phone ( a phone with simple features and limited media / internet functions)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn27","DURABLESN2 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Smart phone (e.g. iPhone, Blackberry, Android, Windows)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn28","DURABLESN2 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Telephone (landline, i.e. NOT a mobile phone)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn29","DURABLESN2 Which, if any, of the following do you have in your household? It does not matter whether you personally use them. Please mention all that apply.: Refused","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn32","DURABLESN3 Which of the following types of card, if any, do you personally have? Either solely or jointly with someone else? Please mention all that apply.: Debit card/s (e.g. Maestro, Visa Debit Card)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn33","DURABLESN3 Which of the following types of card, if any, do you personally have? Either solely or jointly with someone else? Please mention all that apply.: Credit card/s (e.g. Visa Credit Card, Mastercard, American Express)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn34","DURABLESN3 Which of the following types of card, if any, do you personally have? Either solely or jointly with someone else? Please mention all that apply.: Storecard (A card that can typically on be used to buy items or services in one brand of stores)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn35","DURABLESN3 Which of the following types of card, if any, do you personally have? Either solely or jointly with someone else? Please mention all that apply.: Loyalty card - (A card that typically provides discounts or rewards within store)","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn36","DURABLESN3 Which of the following types of card, if any, do you personally have? Either solely or jointly with someone else? Please mention all that apply.: Refused","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn37","DURABLESN3 Which of the following types of card, if any, do you personally have? Either solely or jointly with someone else? Please mention all that apply.: Don't know","haven_labelled/vctrs_vctr/double",335892,76.1
"durablesn38","DURABLESN3 Which of the following types of card, if any, do you personally have? Either solely or jointly with someone else? Please mention all that apply.: None of these","haven_labelled/vctrs_vctr/double",335892,76.1
"ecig1","Last attempt used ecig","numeric",416466,94.3
"ecig_hier","E-cig in most recent attempt - dummy coding of hierarchical levels","numeric",410860,93.1
"ecigc","Used ecig in past year quit attempt","numeric",0,0
"ecigharm","Use of ecig for harm reduction (cutting down or temporary abstinence)","numeric",10536,2.4
"ego01","EGO01 - How many people, if any, do you discuss matters that are important to you with nowadays?","haven_labelled/vctrs_vctr/double",439843,99.6
"ego02a","EGO02A - You mentioned that you have discussed matters that are important to you with XXX people.  How many of these people currently smoke?","haven_labelled/vctrs_vctr/double",440303,99.7
"ego02b","EGO02B - You mentioned that you have discussed matters that are important to you with one person. Does this person currently smoke?","haven_labelled/vctrs_vctr/double",441220,99.9
"ego03a","EGO03A - And how many of these people that you have discussed matters that are important to you with, currently vape?","haven_labelled/vctrs_vctr/double",440303,99.7
